show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,clean_title,clean_description,nlp_metadata
s3773,Movie,Alles ist gut,Eva Trobisch,"Aenne Schwarz, Andreas Döhler, Hans Löw, Tilo Nest, Lina Wendel, Lisa Hagmeister",Germany,2019-06-06,2019,TV-MA,90 min,"Dramas, International Movies","A woman sexually assaulted by her new boss's brother-in-law tries to move on as if nothing happened, but the night weighs heavily on her mind and body.",2019,June,Alles ist gut,"A woman sexually assaulted by her new boss's brother-in-law tries to move on as if nothing happened, but the night weighs heavily on her mind and body.","a woman sexually assaulted by her new boss's brother-in-law tries to move on as if nothing happened, but the night weighs heavily on her mind and body. dramas, international movies eva trobisch tv-ma"
s3774,Movie,A Silent Voice,Naoko Yamada,"Miyu Irino, Saori Hayami, Aoi Yuki, Kensho Ono, Yuki Kaneko, Yui Ishikawa, Megumi Han, Toshiyuki Toyonaga, Mayu Matsuoka",Japan,2019-06-05,2016,TV-14,130 min,"Anime Features, International Movies",A former class bully reaches out to the deaf girl he'd tormented in grade school. He feels unworthy of redemption but tries to make things right.,2019,June,A Silent Voice,A former class bully reaches out to the deaf girl he'd tormented in grade school. He feels unworthy of redemption but tries to make things right.,"a former class bully reaches out to the deaf girl he'd tormented in grade school. he feels unworthy of redemption but tries to make things right. anime features, international movies naoko yamada tv-14"
s3775,TV Show,Black Mirror,Unknown,"Jesse Plemons, Cristin Milioti, Jimmi Simpson, Rosemarie DeWitt, Douglas Hodge, Andrea Riseborough, Brenna Harding, Owen Teague, Andrew Gower, Kiran Sonia Sawar, Georgina Campbell, Joe Cole, Maxine Peake, Jake Davies, Clint Dyer, Letitia Wright, Babs Olusanmokun, Bryce Dallas Howard, Alice Eve, Michael Kelly, Cherry Jones, Gugu Mbatha-Raw, Mackenzie Davis, Wyatt Russell, Benedict Wong, Kelly Macdonald, Faye Marsay, Madeline Brewer, Hannah John-Kamen, Malachi Kirby, Alex Lawther, Jerome Flynn, James Norton, Rory Kinnear, Lindsay Duncan, Daniel Kaluuya, Jessica Brown Findlay, Rupert Everett, Toby Kebbell, Jodie Whittaker, Hayley Atwell, Domhnall Gleeson, Lenora Crichlow, Michael Smiley, Daniel Rigby, Chloe Pirrie, Jason Flemyng, Jon Hamm, Oona Chaplin, Rafe Spall",United Kingdom,2019-06-05,2019,TV-MA,5 Seasons,"British TV Shows, International TV Shows, TV Dramas","This sci-fi anthology series explores a twisted, high-tech near-future where humanity's greatest innovations and darkest instincts collide.",2019,June,Black Mirror,"This sci-fi anthology series explores a twisted, high-tech near-future where humanity's greatest innovations and darkest instincts collide.","this sci-fi anthology series explores a twisted, high-tech near-future where humanity's greatest innovations and darkest instincts collide. british tv shows, international tv shows, tv dramas unknown tv-ma"
s3776,Movie,Cosmos Laundromat: First Cycle,Mathieu Auvray,"Pierre Bokma, Reinout Scholten van Aschat",Netherlands,2019-06-04,2015,TV-MA,12 min,"Dramas, International Movies, Sci-Fi & Fantasy","Despondent on a desolate island, a suicidal sheep is thrown a lifeline by a quirky salesman, who offers him the gift of a lifetime.",2019,June,Cosmos Laundromat: First Cycle,"Despondent on a desolate island, a suicidal sheep is thrown a lifeline by a quirky salesman, who offers him the gift of a lifetime.","despondent on a desolate island, a suicidal sheep is thrown a lifeline by a quirky salesman, who offers him the gift of a lifetime. dramas, international movies, sci-fi & fantasy mathieu auvray tv-ma"
s3777,Movie,Miranda Sings Live…Your Welcome,Marcus Raboy,Colleen Ballinger,United States,2019-06-04,2019,TV-14,62 min,Stand-Up Comedy,"Viral video star Miranda Sings and her real-world alter ego Colleen Ballinger share the stage in a special packed with music, comedy and ""magichinry.""",2019,June,Miranda Sings Live…Your Welcome,"Viral video star Miranda Sings and her real-world alter ego Colleen Ballinger share the stage in a special packed with music, comedy and ""magichinry.""","viral video star miranda sings and her real-world alter ego colleen ballinger share the stage in a special packed with music, comedy and ""magichinry."" stand-up comedy marcus raboy tv-14"
s3778,Movie,Silent,"Limbert Fabian, Brandon Oldenburg",Unknown,United States,2019-06-04,2014,TV-Y,3 min,"Children & Family Movies, Sci-Fi & Fantasy","""Silent"" is an animated short film created by Academy Award® winning Moonbot Studios. It celebrates how storytellers, inventors, and technology work together to create cinema magic.",2019,June,Silent,"""Silent"" is an animated short film created by Academy Award® winning Moonbot Studios. It celebrates how storytellers, inventors, and technology work together to create cinema magic.","""silent"" is an animated short film created by academy award® winning moonbot studios. it celebrates how storytellers, inventors, and technology work together to create cinema magic. children & family movies, sci-fi & fantasy limbert fabian, brandon oldenburg tv-y"
s3779,TV Show,Documentary Now!,Unknown,"Fred Armisen, Bill Hader, Helen Mirren",United States,2019-06-03,2019,TV-14,3 Seasons,TV Comedies,"Elevating the art of parody, this sharply comic series spoofs high-profile documentaries such as ""Grey Gardens"" and ""The Thin Blue Line.""",2019,June,Documentary Now!,"Elevating the art of parody, this sharply comic series spoofs high-profile documentaries such as ""Grey Gardens"" and ""The Thin Blue Line.""","elevating the art of parody, this sharply comic series spoofs high-profile documentaries such as ""grey gardens"" and ""the thin blue line."" tv comedies unknown tv-14"
s3780,TV Show,Malibu Rescue: The Series,Unknown,"Ricardo Hurtado, Breanna Yde, Jackie R. Jacobson, Abby Donnelly, Alkoya Brunson, Jeremy Howard, JT Neal, Bryana Salaz, Ian Ziering, Camaron Engels",United States,2019-06-03,2019,TV-G,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies","On the heels of Junior Rescue training, Team Flounder returns to brave the beach in a series of thrilling saves and lighthearted laughs.",2019,June,Malibu Rescue: The Series,"On the heels of Junior Rescue training, Team Flounder returns to brave the beach in a series of thrilling saves and lighthearted laughs.","on the heels of junior rescue training, team flounder returns to brave the beach in a series of thrilling saves and lighthearted laughs. kids' tv, tv action & adventure, tv comedies unknown tv-g"
s3781,TV Show,Arthdal Chronicles,Unknown,"Song Joong-ki, Jang Dong-gun, Kim Ji-won, Kim Ok-vin, Kim Eui-sung, Cho Seong-ha, Lee Do-gyeong, Park Hae-joon, Park Byung-eun",South Korea,2019-06-02,2019,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Action & Adventure","In a mythical land called Arth, the inhabitants of the ancient city of Arthdal and its surrounding regions vie for power as they build a new society.",2019,June,Arthdal Chronicles,"In a mythical land called Arth, the inhabitants of the ancient city of Arthdal and its surrounding regions vie for power as they build a new society.","in a mythical land called arth, the inhabitants of the ancient city of arthdal and its surrounding regions vie for power as they build a new society. international tv shows, korean tv shows, tv action & adventure unknown tv-ma"
s3782,Movie,Krutant,Datta Mohan Bhandare,"Suyog Rajendra Gorhe, Sandeep Kulkarni, Vidya Karanjikar, Sayli Patil",India,2019-06-02,2019,TV-14,114 min,"Dramas, International Movies","When a busy workaholic leaves town to meet friends, an unexpected delay leads him to the hut of an old man, whose haunting tale could change his life.",2019,June,Krutant,"When a busy workaholic leaves town to meet friends, an unexpected delay leads him to the hut of an old man, whose haunting tale could change his life.","when a busy workaholic leaves town to meet friends, an unexpected delay leads him to the hut of an old man, whose haunting tale could change his life. dramas, international movies datta mohan bhandare tv-14"
s3783,TV Show,A Thousand Goodnights,Unknown,"Cindy Lien, Nicholas Teo, Yao Ai-ning, Li Chung-lin, Chen Bor-jeng, Miao Ke-li",Taiwan,2019-06-01,2019,TV-14,1 Season,"International TV Shows, TV Dramas","To carry out her dad's wish and discover her roots, Dai Tian-qing embarks on a journey around Taiwan and finds love and redemption on the way.",2019,June,A Thousand Goodnights,"To carry out her dad's wish and discover her roots, Dai Tian-qing embarks on a journey around Taiwan and finds love and redemption on the way.","to carry out her dad's wish and discover her roots, dai tian-qing embarks on a journey around taiwan and finds love and redemption on the way. international tv shows, tv dramas unknown tv-14"
s3784,Movie,III Smoking Barrels,Sanjib Dey,"Subrat Dutta, Indraneil Sengupta, Mandakini Goswami, Amrita Chattopadhyay, Nalneesh Neel, Niloy Sankar Gupta, Shiny Gogoi, Siddharth Boro",India,2019-06-01,2017,TV-MA,128 min,"Dramas, Independent Movies, International Movies","In three stories set in Northeast India, a child goes on the run, a young adult falls in with the wrong crowd and a desperate man turns to crime.",2019,June,III Smoking Barrels,"In three stories set in Northeast India, a child goes on the run, a young adult falls in with the wrong crowd and a desperate man turns to crime.","in three stories set in northeast india, a child goes on the run, a young adult falls in with the wrong crowd and a desperate man turns to crime. dramas, independent movies, international movies sanjib dey tv-ma"
s3785,TV Show,March Comes in Like a Lion,Unknown,"Kengo Kawanishi, Ai Kayano, Kana Hanazawa, Misaki Kuno, Nobuhiko Okamoto, Marina Inoue, Yoshimasa Hosoya, Shinichiro Miki, Tomokazu Sugita, Subaru Kimura, Shigeru Chiba, Toru Okawa, Takahiro Sakurai",Japan,2019-06-01,2017,TV-14,2 Seasons,"Anime Series, International TV Shows, Teen TV Shows","Orphaned young, a reclusive 17-year-old professional shogi player starts to come out of his shell when three sisters take him under their wing.",2019,June,March Comes in Like a Lion,"Orphaned young, a reclusive 17-year-old professional shogi player starts to come out of his shell when three sisters take him under their wing.","orphaned young, a reclusive 17-year-old professional shogi player starts to come out of his shell when three sisters take him under their wing. anime series, international tv shows, teen tv shows unknown tv-14"
s3786,Movie,"Oh, Ramona!",Cristina Jacob,"Bogdan Iancu, Aggy K. Adams, Holly Horne, Basil Eidenbenz, Melanie Ebanks, Leonardo Boudreau, Andromeda Godfrey",Romania,2019-06-01,2019,TV-MA,109 min,"Comedies, International Movies",Awkward 16-year-old Andrei is infatuated with his alluring but aloof schoolmate Ramona – until he meets stunning hotel clerk Anemona while on vacation.,2019,June,"Oh, Ramona!",Awkward 16-year-old Andrei is infatuated with his alluring but aloof schoolmate Ramona – until he meets stunning hotel clerk Anemona while on vacation.,"awkward 16-year-old andrei is infatuated with his alluring but aloof schoolmate ramona – until he meets stunning hotel clerk anemona while on vacation. comedies, international movies cristina jacob tv-ma"
s3787,Movie,We Are Legends,Daniel Yee Heng Chan,"Lam Yiu-sing, Ma Chi Wai, Wiyona Yeung, Eric Kot, Yuen Qiu, Lisa Cheng, Jason Li",Hong Kong,2019-06-01,2019,TV-14,109 min,"Action & Adventure, International Movies, Sports Movies","Raised in a boxing gym, two orphaned brothers become highly skilled martial artists and must combat threats in the streets and the ring.",2019,June,We Are Legends,"Raised in a boxing gym, two orphaned brothers become highly skilled martial artists and must combat threats in the streets and the ring.","raised in a boxing gym, two orphaned brothers become highly skilled martial artists and must combat threats in the streets and the ring. action & adventure, international movies, sports movies daniel yee heng chan tv-14"
s3788,TV Show,Bad Blood,Unknown,"Anthony LaPaglia, Kim Coates, Enrico Colantoni, Paul Sorvino, Maxim Roy, Brett Donahue, Michelle Mylett, Claudia Ferri, Tony Nappo",Canada,2019-05-31,2019,TV-MA,2 Seasons,"Crime TV Shows, TV Dramas","This sprawling crime drama follows the true story of the Rizzuto family and its associates, who presided over organized crime in Montreal for decades.",2019,May,Bad Blood,"This sprawling crime drama follows the true story of the Rizzuto family and its associates, who presided over organized crime in Montreal for decades.","this sprawling crime drama follows the true story of the rizzuto family and its associates, who presided over organized crime in montreal for decades. crime tv shows, tv dramas unknown tv-ma"
s3789,Movie,Chopsticks,Sachin Yardi,"Abhay Deol, Mithila Palkar, Vijay Raaz",India,2019-05-31,2019,TV-MA,101 min,"Comedies, Dramas, Independent Movies",A gifted but insecure woman embarks on a transformative journey when she enlists an enigmatic con man to recover her stolen car from an eccentric thug.,2019,May,Chopsticks,A gifted but insecure woman embarks on a transformative journey when she enlists an enigmatic con man to recover her stolen car from an eccentric thug.,"a gifted but insecure woman embarks on a transformative journey when she enlists an enigmatic con man to recover her stolen car from an eccentric thug. comedies, dramas, independent movies sachin yardi tv-ma"
s3790,TV Show,Killer Ratings,Unknown,Unknown,United States,2019-05-31,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Brazilian TV personality and politician Wallace Souza faces accusations of masterminding the violent crimes he reported on and rallied against.,2019,May,Killer Ratings,Brazilian TV personality and politician Wallace Souza faces accusations of masterminding the violent crimes he reported on and rallied against.,"brazilian tv personality and politician wallace souza faces accusations of masterminding the violent crimes he reported on and rallied against. crime tv shows, docuseries, international tv shows unknown tv-ma"
s3791,Movie,Mere Pyare Prime Minister,Rakeysh Omprakash Mehra,"Anjali Patil, Om Kanojiya, Niteesh Wadhwa, Makrand Deshpande, Syna Anand, Prasad, Adarsh, Rasika Agashe",India,2019-05-31,2019,TV-MA,103 min,"Dramas, International Movies","When his mother suffers a traumatic incident, a boy from the Mumbai slums treks to Delhi to deliver his written plea for justice to the Prime Minister.",2019,May,Mere Pyare Prime Minister,"When his mother suffers a traumatic incident, a boy from the Mumbai slums treks to Delhi to deliver his written plea for justice to the Prime Minister.","when his mother suffers a traumatic incident, a boy from the mumbai slums treks to delhi to deliver his written plea for justice to the prime minister. dramas, international movies rakeysh omprakash mehra tv-ma"
s3792,Movie,Pegasus,Han Han,"Shen Teng, Yin Zheng, Johnny Huang, Zhang Benyu, Yin Fang, Tian Yu, Wei Xiang",China,2019-05-31,2019,TV-MA,98 min,"Comedies, Dramas, International Movies","After a five-year suspension, a once-legendary race car driver decides to get back in the game against a new generation of opponents.",2019,May,Pegasus,"After a five-year suspension, a once-legendary race car driver decides to get back in the game against a new generation of opponents.","after a five-year suspension, a once-legendary race car driver decides to get back in the game against a new generation of opponents. comedies, dramas, international movies han han tv-ma"
s3793,TV Show,When They See Us,Unknown,"Asante Blackk, Caleel Harris, Ethan Herisse, Jharrel Jerome, Marquis Rodriguez, Jovan Adepo, Chris Chalk, Justin Cunningham, Freddy Miyares, Michael Kenneth Williams, Marsha Stephanie Blake, Kylie Bunbury, Aunjanue Ellis, Vera Farmiga, Felicity Huffman, John Leguizamo, Niecy Nash",United States,2019-05-31,2019,TV-MA,1 Season,"Crime TV Shows, TV Dramas",Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park. Based on the true story.,2019,May,When They See Us,Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park. Based on the true story.,"five teens from harlem become trapped in a nightmare when they're falsely accused of a brutal attack in central park. based on the true story. crime tv shows, tv dramas unknown tv-ma"
s3794,Movie,Svaha: The Sixth Finger,Jang Jae-hyun,"Lee Jung-jae, Park Jung-min, Lee Jae-in, Yoo Ji-tae, Jung Jin-young, Lee Da-wit, Jin Seon-kyu, Ji Seung-hyeon, Min Tanaka",South Korea,2019-05-30,2019,TV-MA,123 min,"International Movies, Thrillers",A minister who researches religious cults turns to his Buddhist monk friend for help investigating a new group with mysterious origins.,2019,May,Svaha: The Sixth Finger,A minister who researches religious cults turns to his Buddhist monk friend for help investigating a new group with mysterious origins.,"a minister who researches religious cults turns to his buddhist monk friend for help investigating a new group with mysterious origins. international movies, thrillers jang jae-hyun tv-ma"
s3795,TV Show,Historical Roasts,Unknown,"Jeff Ross, Bob Saget, James Adomian, Rachel Feinstein, Jerry Minor, Ayden Mayeri, Jaleel White, Natasha Leggero, Yamaneika Saunders, John Stamos, Nikki Glaser, Seth Green, Fortune Feimster, Jon Lovitz, Mindy Rickles, Gilbert Gottfried, Sasheer Zamata, Brandon T. Jackson, Ryan Phillippe, Ken Marino, Bridget Everett, John Gemberling, Leonardo Nam, Josh Homme",United States,2019-05-27,2019,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies","""Roastmaster General"" Jeff Ross and a slew of guest stars poke fun at major historical figures while also honoring their enduring impact on the world.",2019,May,Historical Roasts,"""Roastmaster General"" Jeff Ross and a slew of guest stars poke fun at major historical figures while also honoring their enduring impact on the world.","""roastmaster general"" jeff ross and a slew of guest stars poke fun at major historical figures while also honoring their enduring impact on the world. stand-up comedy & talk shows, tv comedies unknown tv-ma"
s3796,Movie,After Maria,Nadia Hallgren,Unknown,United States,2019-05-24,2019,TV-PG,38 min,Documentaries,"Displaced by Hurricane Maria, three Puerto Rican women navigate their families' uncertain futures as their federal housing aid in New York expires.",2019,May,After Maria,"Displaced by Hurricane Maria, three Puerto Rican women navigate their families' uncertain futures as their federal housing aid in New York expires.","displaced by hurricane maria, three puerto rican women navigate their families' uncertain futures as their federal housing aid in new york expires. documentaries nadia hallgren tv-pg"
s3797,TV Show,Hyper HardBoiled Gourmet Report,Unknown,Kazutoyo Koyabu,United States,2019-05-24,2017,TV-MA,1 Season,"Docuseries, International TV Shows","To live is to eat. For people around the world in precarious and dangerous circumstances, eating itself is dangerous, precarious – and essential.",2019,May,Hyper HardBoiled Gourmet Report,"To live is to eat. For people around the world in precarious and dangerous circumstances, eating itself is dangerous, precarious – and essential.","to live is to eat. for people around the world in precarious and dangerous circumstances, eating itself is dangerous, precarious – and essential. docuseries, international tv shows unknown tv-ma"
s3798,Movie,Joy,Sudabeh Mortezai,"Anwulika Alphonsus, Mariam Precious Sanusi, Angela Ekeleme",Austria,2019-05-24,2019,TV-MA,101 min,"Dramas, Independent Movies, International Movies","Close to paying off her debts, a Nigerian sex worker in Austria coaches a reluctant novice, and assesses the risks of taking a faster path to freedom.",2019,May,Joy,"Close to paying off her debts, a Nigerian sex worker in Austria coaches a reluctant novice, and assesses the risks of taking a faster path to freedom.","close to paying off her debts, a nigerian sex worker in austria coaches a reluctant novice, and assesses the risks of taking a faster path to freedom. dramas, independent movies, international movies sudabeh mortezai tv-ma"
s3799,Movie,Rim of the World,McG,"Jack Gore, Miya Cech, Benjamin Flores Jr., Alessio Scalzotto, Andrew Bachelor, Annabeth Gish, Scott MacArthur, Dean S. Jagger, Michael Beach, Lynn Collins, David Theune, Tony Cavalero, Carl McDowell, Punam Patel, Jason Rogel, Chris Wylde, Rudy Mancuso, Amanda Cerny, Allan Graf, Cameron Fuller, Richard Gore, Peter Parros, Annie Cavalero",United States,2019-05-24,2019,TV-14,99 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world.",2019,May,Rim of the World,"Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world.","stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world. action & adventure, independent movies, sci-fi & fantasy mcg tv-14"
s3800,TV Show,She's Gotta Have It,Unknown,"DeWanda Wise, Cleo Anthony, Lyriq Bent, Anthony Ramos, Chyna Layne, Margot Bingham, Ilfanesh Hadera, Elvis Nolasco, De'Adre Aziza",United States,2019-05-24,2018,TV-MA,2 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas",Nola Darling struggles to stay true to herself and her dreams while juggling three lovers in this Spike Lee series based on his breakout film.,2019,May,She's Gotta Have It,Nola Darling struggles to stay true to herself and her dreams while juggling three lovers in this Spike Lee series based on his breakout film.,"nola darling struggles to stay true to herself and her dreams while juggling three lovers in this spike lee series based on his breakout film. romantic tv shows, tv comedies, tv dramas unknown tv-ma"
s3801,Movie,The Perfection,Richard Shepard,"Allison Williams, Logan Browning, Steven Weber, Alaina Huffman, Mark Kandborg, Graeme Duffy",United States,2019-05-24,2019,TV-MA,91 min,"Horror Movies, LGBTQ Movies, Music & Musicals","In this twisty horror-thriller, a once-promising music prodigy reconnects with her former mentors, only to find them taken with a talented new pupil.",2019,May,The Perfection,"In this twisty horror-thriller, a once-promising music prodigy reconnects with her former mentors, only to find them taken with a talented new pupil.","in this twisty horror-thriller, a once-promising music prodigy reconnects with her former mentors, only to find them taken with a talented new pupil. horror movies, lgbtq movies, music & musicals richard shepard tv-ma"
s3802,TV Show,WHAT / IF,Unknown,"Renée Zellweger, Jane Levy, Blake Jenner, Keith Powers, Samantha Marie Ware, Juan Castano, Dave Annable, Saamer Usmani, Daniella Pineda, John Clarence Stewart, Louis Herthum",United States,2019-05-24,2019,TV-MA,1 Season,"TV Dramas, TV Thrillers","Desperate to secure funding for her med tech startup, an idealistic scientist and her husband strike an outrageous deal with a mysterious investor.",2019,May,WHAT / IF,"Desperate to secure funding for her med tech startup, an idealistic scientist and her husband strike an outrageous deal with a mysterious investor.","desperate to secure funding for her med tech startup, an idealistic scientist and her husband strike an outrageous deal with a mysterious investor. tv dramas, tv thrillers unknown tv-ma"
s3803,Movie,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,"Mike Diva, Akiva Schaffer","Andy Samberg, Akiva Schaffer, Jorma Taccone, Hannah Simone, Jenny Slate, Sterling K. Brown, Jim O'Heir, Maya Rudolph, Stephanie Beatriz, Alana Haim, Este Haim, Danielle Haim",United States,2019-05-23,2019,TV-MA,30 min,"Comedies, Music & Musicals, Sports Movies",The Lonely Island spoofs notorious baseball stars Jose Canseco and Mark McGwire in this visual rap album set in the Bash Brothers' 1980s heyday.,2019,May,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,The Lonely Island spoofs notorious baseball stars Jose Canseco and Mark McGwire in this visual rap album set in the Bash Brothers' 1980s heyday.,"the lonely island spoofs notorious baseball stars jose canseco and mark mcgwire in this visual rap album set in the bash brothers' 1980s heyday. comedies, music & musicals, sports movies mike diva, akiva schaffer tv-ma"
s3804,Movie,A Tale of Two Kitchens,Trisha Ziff,Unknown,"United States, Mexico",2019-05-22,2019,TV-PG,30 min,"Documentaries, International Movies","Mexico City restaurant star Gabriela Cámara opens sister eatery Cala in San Francisco, with a similar menu and unusually welcoming kitchen culture.",2019,May,A Tale of Two Kitchens,"Mexico City restaurant star Gabriela Cámara opens sister eatery Cala in San Francisco, with a similar menu and unusually welcoming kitchen culture.","mexico city restaurant star gabriela cámara opens sister eatery cala in san francisco, with a similar menu and unusually welcoming kitchen culture. documentaries, international movies trisha ziff tv-pg"
s3805,Movie,The Man Who Feels No Pain,Vasan Bala,"Abhimanyu Dassani, Radhika Madan, Gulshan Devaiah, Mahesh Manjrekar, Jimit Trivedi, Loveleen Mishra, Sartaaj Kakkar, Riva Arora",India,2019-05-22,2018,TV-14,137 min,"Action & Adventure, Comedies, International Movies","Leveraging his ability to withstand pain, a young man trains to follow in the footsteps of his martial-arts hero in this high-action, meta comedy.",2019,May,The Man Who Feels No Pain,"Leveraging his ability to withstand pain, a young man trains to follow in the footsteps of his martial-arts hero in this high-action, meta comedy.","leveraging his ability to withstand pain, a young man trains to follow in the footsteps of his martial-arts hero in this high-action, meta comedy. action & adventure, comedies, international movies vasan bala tv-14"
s3806,Movie,Wanda Sykes: Not Normal,Linda Mendoza,Wanda Sykes,United States,2019-05-21,2019,TV-MA,66 min,Stand-Up Comedy,"Wanda Sykes tackles politics, reality TV, racism and the secret she'd take to the grave in this rollicking, no-holds-barred stand-up special.",2019,May,Wanda Sykes: Not Normal,"Wanda Sykes tackles politics, reality TV, racism and the secret she'd take to the grave in this rollicking, no-holds-barred stand-up special.","wanda sykes tackles politics, reality tv, racism and the secret she'd take to the grave in this rollicking, no-holds-barred stand-up special. stand-up comedy linda mendoza tv-ma"
s3807,TV Show,Prince of Peoria,Unknown,"Gavin Lewis, Theodore Barnes, Shelby Simmons, Cynthia Kaye McWilliams",United States,2019-05-20,2019,TV-G,2 Seasons,"Kids' TV, TV Comedies",A prankster prince who wants to experience life as an ordinary teen leaves his kingdom to live incognito with a single mom and her studious son.,2019,May,Prince of Peoria,A prankster prince who wants to experience life as an ordinary teen leaves his kingdom to live incognito with a single mom and her studious son.,"a prankster prince who wants to experience life as an ordinary teen leaves his kingdom to live incognito with a single mom and her studious son. kids' tv, tv comedies unknown tv-g"
s3808,TV Show,Rosario Tijeras,Unknown,"Bárbara de Regil, José María de Tavira, Antonio Gaona, Hernán Mendoza, Vanessa Bauche, Christian Vasquez, José Sefami, Ariel López Padilla",Mexico,2019-05-20,2018,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Worlds collide when a vengeance-obsessed young woman from the other side of the tracks captures the attention of two well-off friends.,2019,May,Rosario Tijeras,Worlds collide when a vengeance-obsessed young woman from the other side of the tracks captures the attention of two well-off friends.,"worlds collide when a vengeance-obsessed young woman from the other side of the tracks captures the attention of two well-off friends. crime tv shows, international tv shows, spanish-language tv shows unknown tv-ma"
s3809,TV Show,1994,Diego Enrique Osorno,Unknown,Mexico,2019-05-17,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows","Archival video and new interviews examine Mexican politics in 1994, a year marked by the rise of the EZLN and the assassination of Luis Donaldo Colosio.",2019,May,1994,"Archival video and new interviews examine Mexican politics in 1994, a year marked by the rise of the EZLN and the assassination of Luis Donaldo Colosio.","archival video and new interviews examine mexican politics in 1994, a year marked by the rise of the ezln and the assassination of luis donaldo colosio. crime tv shows, docuseries, international tv shows diego enrique osorno tv-ma"
s3810,Movie,Born in Gaza,Hernán Zin,Unknown,Spain,2019-05-17,2014,TV-14,70 min,"Documentaries, International Movies",This documentary focuses on the devastating violence of the Israel-Palestine conflict and its effects on the children of Gaza.,2019,May,Born in Gaza,This documentary focuses on the devastating violence of the Israel-Palestine conflict and its effects on the children of Gaza.,"this documentary focuses on the devastating violence of the israel-palestine conflict and its effects on the children of gaza. documentaries, international movies hernán zin tv-14"
s3811,Movie,Born in Syria,Hernán Zin,Unknown,"Denmark, Spain",2019-05-17,2016,TV-14,87 min,"Documentaries, International Movies",This intimate documentary follows a group of Syrian children refugees who narrowly escape a life of torment and integrate into a foreign land.,2019,May,Born in Syria,This intimate documentary follows a group of Syrian children refugees who narrowly escape a life of torment and integrate into a foreign land.,"this intimate documentary follows a group of syrian children refugees who narrowly escape a life of torment and integrate into a foreign land. documentaries, international movies hernán zin tv-14"
s3812,Movie,Dying to Tell,Hernán Zin,Unknown,Spain,2019-05-17,2018,TV-MA,88 min,"Documentaries, International Movies","Seeking answers after a life-changing incident in 2012, filmmaker Hernán Zin interviews other war reporters about the personal toll of their work.",2019,May,Dying to Tell,"Seeking answers after a life-changing incident in 2012, filmmaker Hernán Zin interviews other war reporters about the personal toll of their work.","seeking answers after a life-changing incident in 2012, filmmaker hernán zin interviews other war reporters about the personal toll of their work. documentaries, international movies hernán zin tv-ma"
s3813,TV Show,It's Bruno!,Unknown,"Solvan ""Slick"" Naim, Rob Morgan, Shakira Barrera, Jade Eshete, Adriane Lenox, Donnell Rawlings, Eden Marryshow, Sam Eliad, Devale Ellis, J. Ray Acosta",United States,2019-05-17,2019,TV-MA,1 Season,TV Comedies,"An old-school Brooklyn native devotes his days to caring for his adorable dog, Bruno – and making sure the neighbors show his pooch the proper respect.",2019,May,It's Bruno!,"An old-school Brooklyn native devotes his days to caring for his adorable dog, Bruno – and making sure the neighbors show his pooch the proper respect.","an old-school brooklyn native devotes his days to caring for his adorable dog, bruno – and making sure the neighbors show his pooch the proper respect. tv comedies unknown tv-ma"
s3814,Movie,Maria,Pedring A. Lopez,"Cristine Reyes, Germaine De Leon, KC Montero, Ronnie Lazaro, Freddie Webb",Philippines,2019-05-17,2019,TV-MA,90 min,"Action & Adventure, International Movies","An ex-assassin tries to leave her dark past behind until a power-hungry gang targets her and her family, forcing her to summon her killer instincts.",2019,May,Maria,"An ex-assassin tries to leave her dark past behind until a power-hungry gang targets her and her family, forcing her to summon her killer instincts.","an ex-assassin tries to leave her dark past behind until a power-hungry gang targets her and her family, forcing her to summon her killer instincts. action & adventure, international movies pedring a. lopez tv-ma"
s3815,Movie,ReMastered: The Lion's Share,Sam Cullman,Unknown,United States,2019-05-17,2019,TV-14,84 min,"Documentaries, Music & Musicals","After discovering the family of Solomon Linda, the writer of ""The Lion Sleeps Tonight,"" a reporter tries to help them fight for fair compensation.",2019,May,ReMastered: The Lion's Share,"After discovering the family of Solomon Linda, the writer of ""The Lion Sleeps Tonight,"" a reporter tries to help them fight for fair compensation.","after discovering the family of solomon linda, the writer of ""the lion sleeps tonight,"" a reporter tries to help them fight for fair compensation. documentaries, music & musicals sam cullman tv-14"
